,公司名,公司领域,公司人数,学历,最低工资,最高工资,工作年限,岗位职责,岗位要求
316,网际星辰文化传媒(北京)有限公司,移动互联网,"['50', '150']",本科,20,30,"(3,5)","1. 负责广告平台CTR预估模型、推荐系统算法的研发、创新和优化；
2. 参与用户建模和数据挖掘，开发个性化推荐模型；
","1.计算机、数学或统计等相关专业本科及以上学历，2年以上CTR预估模型或推荐系统相关工作经验；
2.扎实的机器学习、推荐系统理论和技术基础，有相关研究或工程经验；
3.扎实的Linux系统编程基础，熟悉Java/Python/R编程语言，有海量数据处理经验者优先；
4.熟悉Hadoop、Spark相关技术；
5.优秀的逻辑思维和独立思考能力；
6.优秀的学习能力，分析和解决问题的能力；
7.对技术和工作充满热情；
8.具备良好的沟通能力和团队合作精神；"
317,书行科技（北京）有限公司,"移动互联网,社交","['50', '150']",本科,25,50,"(3,5)",1.基于小红书海量的用户行为数据，建立并优化信息流广告系统的算法和机制，用技术推动业务的进步；2.针对业务需求，独立思考并引导业务的发展，发现现有系统和算法的不足，提出合理的解决方案并推动实现；3.对业界前沿技术保持敏感，结合业务特点，探索将前沿的算法技术应用于实际业务，实现技术突破与前沿创新；4.全局性地规划产品和技术方案，高效高质地解决产品线的各自业务问题。5.负责信息流广告中的检索与排序、相关性、CTR与CVR预估等等各个环节的算法优化；6.负责定向广告中的DMP建设、广告受众画像建模、广告受众标签、人群lookalike算法、广告推荐等；7.负责消耗平滑、oCPC、库存预估、库存分配等策略机制；,1.计算机，电子信息或相关专业硕士及以上学历；2.在机器学习，数据挖掘，自然语言处理，推荐系统等一个或多个算法领域有扎实的理论基础和丰富的研发经验，对算法原理及应用有较深入的理解；3.在互联网搜索，推荐，效果广告，品牌广告某一领域有工作经验者更优；4.有较多的程序开发经验，对数据结构和算法知识应用熟练；有大数据处理经验者更佳；5.良好的逻辑思维能力，善于发现和推理不同事物之间的关系和影响，在复杂业务场景下能够分解和抽象问题，提供优秀、完整、可行的解决方案；；6.具备优秀的分析和解决问题的能力，对解决具有挑战的问题充满激情，具备良好的主动性和求知欲，具备良好的沟通协作和抗压能力
318,宜昌市天地雷电防护有限公司宜都分公司,"信息安全,数据服务","['50', '150']",本科,30,50,"(3,5)","本科及以上学历，计算机相关专业
优秀的编程能力（C&amp;C++、Python至少一种），扎实的机器学习基础
在NLP、推荐、视觉等方面有经验者；有hadoop、spark分布式数据处理经验者，这里能发挥你的才干，并强化你的才能
无以上经验，但如果你逻辑思维好，有强力的学习能力、以及强烈的提升自己的决心，也欢迎来一起",
319,高德软件有限公司,工具,['2000'],硕士,30,50,"(3,5)",,
320,北京欧非科技有限公司,电商,"['500', '2000']",本科,30,60,"(5,10)",,
321,北京益友会科技有限公司,"电商,消费生活","['150', '500']",本科,15,30,"(3,5)","1、负责大数据平台的设计、开发、维护、升级等工作；
2、负责离线/实时海量数据的采集、清洗、存储、加工处理和挖掘等工作，保证数据的高质量；
3、负责大数据平台的算法设计和建模等工作，支持上层业务数据需求；
4、负责大数据基础设施和平台改进，解决生产环境可用性和性能优化问题；
5、配合业务团队进行定量和定性分析，把数据转化成为业务增值的信息。
","1、3年以上大数据开发经验，全日制本科及以上学历，计算机、数学及相关专业；
2、精通Java语言，有Scala、Python开发经验者优先；
3、具有扎实的数据结构和算法基础，熟悉常用数据挖掘算法，有机器学习和深度学习开发经验者优先；
4、精通SQL；熟悉大数据领域开源框架，包括Spark、Hadoop、ClickHouse、Kafka、Zookeeper、Hbase、Hive、Yarn、Elasticsearch、Flume等；
5、良好的团队精神和合作意识，强烈的责任心，对工作有激情，良好的沟通能力。"
322,苏州精正信息科技有限公司,"企业服务,金融",['15'],本科,20,40,"(0,0)","1、本科及以上学历，3年以上大型互联网产品或分布式系统开发设计经验。
2、丰富的Java研发经验,精通Java, 熟悉Shell或Python等一种或几种脚本语言者优先。
3、熟悉常用分布式系统相关理论基础，有一定的分布式系统开发经验，有互联网公司中大型分布式系统经验优先 4、具备Spring Cloud等微服务设计和开发经验和能力。
5、熟悉大数据技术栈,对Hadoop、Hive、Spark、Hbase、Kafka、ELK等开源组件有使用及优化经验者",
323,北京乐海互动网络科技有限公司,"移动互联网,游戏","['150', '500']",本科,20,30,"(1,3)",1、负责机器学习尤其是深度学习的游戏AI应用场景落地，包括特征提取、模型训练、框架开发、在线效果优化等 2、游戏相关的用户画像及推荐系统研发工作； 3、深入理解与精准定位用户个性化，实现千人千面； 4、训练优化斗地主、麻将等游戏的对弈机器人； ,"1、985/211 机器学习相关专业本科以上学历； 2、对机器学习、深度学习基础理论有深刻理解，具备出色的工程实践能力； 3、熟练使用TensorFlow、PyTorch等至少一种深度学习框架，熟练使用Python或C编程语言 4、强大的学习能力和对知识的渴望,能快速掌握新的知识和技术,并跟进了解技术前沿. 5、优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情
 
公司亮点"
324,奇虎360科技有限公司,信息安全,['2000'],本科,25,50,"(3,5)",,
325,北京当当网信息技术有限公司,"移动互联网,电商",['2000'],本科,30,45,"(3,5)","人工智能算法工程与产品化。
",1.扎实的数学和算法基础
326,指尖视野（北京）科技有限公司,"广告营销,企业服务",['15'],本科,30,50,"(5,10)",1、构建集团的数据管控体系，对数据进行全生命周期管理;2、创建集团的数据治理体系，对数据质量进行探查与提升;3、制定各项的数据建设标准，并确保各项标准落地实施;4、规划业务相关的主题建设，参与其逻辑模型与物理模型设计;,"1. 3年及以上的数据仓库建设经验;2. 熟悉数据仓库各类建模理论，以及数据仓库数据层级关系，具备大型数据仓库逻辑模型和物理模型设计经验；3. 有元数据管理、数据质量管理、主数据管理经验者优先；4. 有Hadoop、Hive等分布式计算平台使用经验者优先；
5. 有互联网金融、银行、保险及征信等行业应用经验者优先；6. 具备良好的团队合作精神，良好的分析能力与沟通技巧"
327,汉熵通信有限公司,"信息安全,物联网","['15', '50']",本科,15,30,"(3,5)","（1）负责行业应用的计算平台开发与应用； 
（2）负责行业应用相关的数据接入、采集、加工、清洗、处理程序的开发； 
（3）参与大数据平台的搭建、开发、维护、优化； 
（4）对业务部门的数据分析需求给予实现与支持；
（5）不断解决规模增长带来的技术和业务问题，构造高度稳定可用的大数据分布式系统，支撑海量数据分析、数据挖掘、机器学习等场景。

","（1）计算机相关专业，本科及以上学历，3年以上Java或Python开发工作经验，学习能力突出；
（2）熟悉Linux/Unix系统环境下的操作，熟悉云计算集群环境，了解分布式任务调度，高可用和网络优化；
（3）熟悉Hadoop生态系统内常见项目的使用（HDFS、Hive、HBase、Spark、ZooKeeper、yarn等），熟悉使用Python/Java 进行数据聚合清洗，数据分析ETL等的开发经验，熟悉Kafka/EMQ等消息队列和中间件，熟悉API接口开发，有实际大数据项目经验优先； 
熟练掌握高性能数据仓库ClickHouse，内存数据库（Ignite）和其他主流数据库（MySQL/Oracle）的操作，包括数据的导出导入，集群同步，SQL的增删改查和各种查询优化等等；
（4）能够独立开发设计数据仓库、ETL设计、Cube建模、OLAP开发、报表开发等；一定的应用系统分析与设计能力，有良好、规范的编程习惯和文档编写习惯； 
（5）熟练Python进行数据处理，网页爬取；
（6）有较强的学习能力，对技术有钻研精神，并有较高的热情，热衷于新技术、新理论、新开发实践的学习和实践。"
328,北京高因科技有限公司,移动互联网,['2000'],本科,25,45,"(3,5)","1. 从事几何建模算法相关研究和开发工作 ，负责模块设计和算法设计；
2. 使用传统机器学习的相关技术或神经网络技术结合模型数据，生成需要的推荐策略；3. 负责三维数据识别相关算法的研究、实现和完善 ；4. 编写高质量的代码和进行单元测试。","1. CAD\CAM、机械、数学、计算机等相关专业 ；2. 具有深厚的算法设计基础，有扎实的空间几何等数学功底，熟悉常见的三维数据，并对三维重建和数据结构有基础的了解；3. 熟悉机器学习、深度学习常用算法，熟练掌握CNN、RNN、深度增强学习等至少一种算法原理；4. 熟悉基于图形的特征提取、匹配算法；5. 熟悉C／C++， Python等编程语言；
6. 熟练阅读相关英文论文和专利，并能快速编程实现；7. 工作积极主动，具有团队合作精神和良好的沟通能力。"
329,瑞庭网络技术（上海）有限公司,移动互联网,"['500', '2000']",本科,22,38,"(3,5)",,
