,公司名,城市,公司人数,公司领域,职位,发布时间,工资,工作年限,学历,岗位职责,岗位要求
275,北京志翔科技股份有限公司,北京,150-500人,"数据服务,硬件",算法工程师,2020-04-02 17:09:39,20k-30k,不限,本科,,
276,北京快手科技有限公司,北京,2000人以上,移动互联网,算法工程师,2020-04-03 09:19:21,30k-50k,3-5年,硕士,,
277,北京快手科技有限公司,北京,2000人以上,移动互联网,数据挖掘,2020-04-03 08:46:50,20k-40k,3-5年,本科,有搜索相关的经验，对数据统计与埋点、A/B测试有比较全面,
278,奇虎360科技有限公司,北京,2000人以上,信息安全,数据挖掘工程师,2020-03-31 10:57:36,18k-25k,3-5年,不限,"1.黑灰产领域研究、定期输出黑灰产分析报告
 2.辅助业务进行数据分析、特征挖掘
 3.黑灰产案件的打击溯源
","1.熟悉互联网黑灰产运作模式，包括不限于PC、APP软件、钓鱼挂马、信息贩卖、薅羊毛、互联网非法流量、DDOS相关等
 2.对数据有敏锐度，擅长从大量信息中发现有价值的关键点
3.熟悉linux基本操作，能独立使用python等脚本语言进行数据库操作者优先
 4.具备强烈的好奇心和自我驱动力，喜欢接受挑战，追求**"
279,车主邦（北京）科技有限公司,北京,500-2000人,"移动互联网,电商",大数据开发工程师,2020-04-03 15:52:29,20k-40k,3-5年,本科,"1. 参与数据中台产品的开发；

2. 完善及优化现有软件产品；

3. 负责相关软件模块需求、设计、编码及测试工作。


","1、熟悉java或者python语言

2、熟悉redis、mysql、elasticsearch等技术，熟悉mysql binlog优先

3、熟悉Linux服务器的操作及基本shell编程

4、熟悉大数据相关技术比如spark、hive、hbase、clickhouse

5、了解docker、k8s技术的优先考虑

6、良好的沟通技能，团队合作能力"
280,高德软件有限公司,北京,2000人以上,工具,数据挖掘&amp;机器学习高级算法工程师/专家-户外广告及,2020-02-24 15:14:11,25k-45k,3-5年,本科,,
281,北京羽扇智信息科技有限公司,北京,500-2000人,"移动互联网,消费生活",音频算法工程师-北京-00971,2020-04-04 20:23:42,20k-35k,不限,硕士,,
282,北京硬核聚视科技有限公司,北京,150-500人,移动互联网,算法工程师,2020-04-02 19:37:59,20k-40k,不限,本科,为内容消费类产品，提供算法支,"1. 分布式机器学习推荐算法的开发和调优
2. 针对大规模数据，进行数据清洗，特征挖掘和统计分析
3. 针对信息流推荐、主题推荐等不同应用场景的特定推荐算法开发及调优
4. 用户兴趣模型的开发和调优

任职要求"
283,实地地产集团有限公司,北京,500-2000人,其他,图像算法工程师,2020-04-04 20:18:52,20k-40k,3-5年,本科,"1.Coding能力过关，熟悉基本的数据结构和算法；
2. 熟悉python，熟悉深度学习框架，如caffe/pytorch/TensorFlow；
3. 熟悉基本的机器学习算法，了解计算机视觉经典模型，熟悉GAN优先；
4. 具备优秀的逻辑思维能力，对解决有挑战的事情充满热情；
5.三年以上的工作经验，做过目标检测、识别、图像分类、检索、内容理解 等计算机视觉算法；深度学习的理论和实践，网络模型的优化、压缩、量化；三维重建，激光点云处理，相机、激光雷达、IMU等传感器标定；
6.熟悉人脸检测，定位，跟踪，识别，行人检测，跟踪，人车分类",
284,实地地产集团有限公司,北京,500-2000人,其他,图像算法工程师,2020-04-04 20:18:51,15k-25k,应届毕业生,本科,"1.Coding能力过关，了解基本的数据结构和算法；2. 了解python，了解深度学习框架，如caffe/pytorch/TensorFlow；3. 了解基本的机器学习算法，了解计算机视觉经典模型，了解GAN优先。
",1.计算机相关专业统招本科及以上学历；2.具备优秀的逻辑思维能力，对解决有挑战的事情充满热情；3.了解人脸检测，定位，跟踪，识别，行人检测，跟踪，人车分类的优先。
285,同方知网（北京）技术有限公司吉林省分公司,北京,2000人以上,教育,算法工程师,2020-04-03 08:29:40,10k-20k,1-3年,本科,,
286,同方知网（北京）技术有限公司,北京,2000人以上,"移动互联网,电商",数据挖掘,2020-04-03 17:41:45,8k-15k,不限,硕士,1.数据挖掘算法研究与实现2.数据挖掘自动化工具与工艺,硕士、博士  专业
287,达摩英时（北京）网络科技有限公司,北京,50-150人,"移动互联网,社交",大数据开发工程师,2020-04-03 14:23:06,20k-30k,3-5年,不限,,
288,北京亿玛创新网络科技有限公司,北京,500-2000人,"移动互联网,电商",算法工程师,2020-04-02 19:29:11,20k-25k,3-5年,本科,"1、机器学习、深度学习等相关领域研究和开发工作；    
2、根据具体产品要求，独立设计、实现和测试算法；    
3、针对具体项目设计并实现业务模型；    
 
","1、  计算机、数学或者统计学相关专业硕士以上学历，1年以上算法工作经历；
2、熟悉常用机器学习和数据挖掘算法，包括但不限于GBDT、SVM、LR、LDA等算法，并了解他们的数学推导过程；
3、熟悉Python或Scala至少一种主流语言；
4、熟悉TensorFlow、Caffe、MXNet等至少一种主流深度学习框架，有CNN、RNN、CTC等深度学习建模经验；
5、有广告优化或商品推荐算法建模经验者优先。"
289,广州市百果园网络科技有限公司,北京,2000人以上,"移动互联网,社交",机器学习算法工程师,2020-04-03 19:27:17,30k-55k,1-3年,硕士,"1、负责海外排名**直播产品推荐技术研发，提升留存、付费、停留时长等核心指标；
2、负责推荐技术的的持续优化，基于大规模深度神经网络模型和机器学习系统，探索业界前沿推荐技术的研发工作（包括但不限于DNN、CNN、multi  task经验、TRANSFORMER、Transfer Learning、Active learning、Reinforcement Learning等）；
3、深入理解用户行为与机器学习算法，将业务场景与算法技术有效结合起来持续改进用户体验，并推动产品持续迭代；
4、持续改进推荐模型和系统，负责提供高效可靠的线上服务，提升用户价值和粘性；
  
","1、计算机或者相关专业本科以上学历，1年以上相关工作经验；
2、优秀的编码与代码控制能力，熟悉linux，熟练使用C++和python;  
3、扎实的机器学习或自然语言处理理论基础，熟悉常见的推荐算法
4、目标导向，具备优秀的逻辑思维能力，善于结合具体业务场景分析与解决有挑战性的问题；
5、有强烈的上进心和求知欲，较强的沟通能力和团队合作能力；
2、有推荐系统、广告算法、机器学习、信息检索、自然语言处理、数据挖掘等相关领域研究或实践经验优先;
6、有ACM / Topcoder Algorithm 或类似算法竞赛经历者优先。

职位亮点"
290,建信金融科技有限责任公司,北京,2000人以上,"金融,软件开发",资深算法工程师,2020-04-04 19:16:57,30k-50k,10年以上,本科,"负责金融行业各领域人工智能相关场景的解决方案和相关模型建设工作。
负责各领域成果的产品化工作。
深入理解AI平台产品，能对平台提出改进建议，负责我行人工智能平台的推广工作。
研究相关的新技术，提升解决方案和产品效果。





","全日制本科以上学历，统计学、数学、计算机或工科教育背景，其中本科学历要求8年及以上相关工作经验，硕士研究生学历要求5年及以上工作经验，博士研究生学历要求2年以上工作经验。
精通传统机器学习或深度学习基础理论知识。
熟练使用C++、Java、Python、Scala至少一门语言，熟练使用Spark ML/Tensorflow/Caffe/Mxnet/Torch等至少一个框架，熟练使用其中数据结构和常用算法。
至少精通结构化数据、计算机视觉、语音、自然语言处理等其中一个领域，并有建模全流程相关工作经验。
有大规模实时金融领域或广告推荐系统算法设计经验优先。
责任心强，具有较强的学习能力、解决问题能力，良好的沟通能力。
统计学、数学或计算机硕士、博士优先。
有金融行业、大型互联网公司实施人工智能相关工作经验优先。
有专利申请经验者优先。"
291,武汉金霞网络科技有限公司,北京,500-2000人,"电商,消费生活",大数据开发工程师,2020-04-03 12:38:45,20k-40k,3-5年,本科,"1. 负责大数据核心业务需求开发；
2. 负责大数据平台系统设计和开发；
3. 参与数据平台的监控、维护与优化；

","1. 计算机相关专业本科及以上学历，3年及以上数据开发经验；
2. 熟悉hadoop相关技术，包括Mapreduce、Hive、Storm、flume、spark 等；
3. 熟悉python、java等至少一门语言的使用；
4. 熟练掌握mysql数据库的使用；
5. 对大数据技术有兴趣和热情，对工作有强烈的责任感，有较强的学习能力和创新精神；"
292,北京睿企信息科技有限公司,北京,50-150人,"移动互联网,信息安全",机器学习,2020-04-02 14:51:21,20k-40k,1-3年,本科,"1、 参与大数据挖掘项目中机器学习模型的研究、算法开发和试验
 2、 参与大数据挖掘项目的设计和实现 
 3、 参与数据挖掘项目实现过程中的单元测试等其他相关工作 
","1.计算机相关专业本科以上学历，双一流学校优先；
 2. 熟练掌握数据统计、数据挖掘、数据分析等技术 
 3. 了解机器学习原理和模型，有大数据或爬虫开发经验；
 4.具备独立分析和解决问题的能力 
 5. 了解NLP优先；"
293,北京乐海互动网络科技有限公司,北京,150-500人,"移动互联网,游戏",机器学习算法工程师,2020-04-03 19:06:08,20k-30k,不限,本科,,
294,北京古德莱克国际咨询有限公司,北京,少于15人,电商,算法工程师,2020-04-02 13:13:21,30k-60k,3-5年,本科,,
295,北京蓝城兄弟信息技术有限公司,北京,150-500人,"移动互联网,社交",算法工程师机器学习方向,2020-04-03 10:03:58,25k-45k,不限,本科,"1、负责Feed流内容推荐系统的研发
2、负责电商推荐系统的研发
","1、有Feed流内容推荐算法、电商推荐算法工作经验
2、熟悉LR、GBDT、FM、XGBoost等CTR预估、用户分群模型构建
3、熟悉Caffe、Tensorflow等深度学习平台的模型训练和业务部署
4、强悍的工程实现能力，熟练使用Map-Reduce、Hive、Spark等Hadoop生态"
296,上海淇毓信息科技有限公司,北京,500-2000人,金融,大数据开发工程师,2020-04-03 11:53:49,30k-40k,5-10年,本科,1.根据360金融业务和集团的海量数据，为风控、BI提供数据支持；2.对数据处理的需求场景进行抽象，形成自动化工具，提升工作效率；3.基于日常的需求场景，构建安全、高效、稳定的大数据平台，为业务提供更有效的数据支撑。,1.属性Linux操作系统，熟悉Shell编程语言；2.大数据处理经验丰富，熟悉hadoopmap/reduce编程；有Hbase、Spark、Storm的应用开发经验；3.熟悉其它分布式存储相关技术，包括HDFS，Hive、Redis、mongodb、Flume、Kafaka、Sqoop、Zookeeper、ElasticSearch等。具有以下经验者优先考虑
297,北京小糖科技有限责任公司,北京,50-150人,"移动互联网,消费生活",算法工程师,2020-04-02 14:00:14,30k-60k,3-5年,本科,1、负责糖豆个性化推荐业务的相关优化、算法改进和策略研发；2、负责推荐算法效果提升、排序模型优化、用户行为分析等方向。3、 喜欢创业，相信技术能够改变世界。,1、熟悉机器学习、数据挖掘等相关技术，在相关领域有3年以上工作经验；2、在个性化推荐、机器学习排序、搜索相关性、点击预测等方向有实际经验。
298,大连柏盛源科技有限公司,北京,500-2000人,"其他,企业服务",计算机视觉算法工程师,2020-04-05 00:12:03,45k-65k,5-10年,本科,负责公司各产品线中图像和视频的特征提取、打标签、质量评价、目标检测、去重等算法的研究和改进,1.熟悉DNN、CNN、RNN，LSTM等深度神经网络模型，并掌握其相关的优化调参；了解基本的机器学习、图像处理算法原理； 2.对常用的深度学习开源软件，如Caffe、Theano、tensorflow、mxnet等其中之一，有较深入的源码研究和一定的实践经验；有图像识别、视频内容分析等相关项目研发经验； 3.有良好的计算机基础，较强的算法实现能力； 4.较强的分析问题和解决问题的能力，能熟练阅读并理解领域内英文技术文章或论文； 5.良好的沟通和团队合作精神。
299,北京多牛互动传媒股份有限公司,北京,500-2000人,文娱丨内容,算法工程师,2020-04-02 10:49:13,20k-30k,3-5年,硕士,,
300,北京热云科技有限公司,北京,150-500人,"数据服务,移动互联网",大数据开发工程师,2020-04-03 11:01:45,15k-30k,3-5年,本科,"1、参与ADI大数据的开发，实现数据驱动业务；
2、根据业务需求进行数据模型的调研、设计、开发及验证工作，并持续进行模型的优化；
3、负责数据模型架构的构建，建立数据抽取、清洗、校验等数据加工流程规范及OLAP多维数据分析模型；
4、持续对系统的技术架构进行改进和优化，提升海量数据的查询性能和用户体验。
","1、统招本科或以上学历，计算机、数据挖掘等相关专业，工作至少3年以上；
2、熟悉Java开发，有脚本语言（shell,python)开发经验者优先；
3、至少熟悉一种大数据处理技术，如Hadoop、Spark；
4、掌握HBase、Redis、Elastic Search等开源大数据存储技术，并能结合不同的业务场景深入使用；
5、熟悉常用Java Web开发框架，如"
301,华为技术有限公司,北京,2000人以上,通讯电子,大数据开发工程师,2020-04-02 21:22:15,20k-40k,3-5年,硕士,,
302,宝宝树（北京）信息技术有限公司,北京,500-2000人,社交,NLP算法工程师（问答系统）,2020-04-04 20:58:45,25k-35k,3-5年,本科,"1. 负责基础自然语言处理技术，包括文本分类、句法分析、情感分析和语义理解等。
2. 负责自然语言处理技术在搜索，推荐和问答等业务领域落地。
3. 负责智能对话系统和知识图谱等研发，以及新技术和方向的研究
","1. 计算机或相关专业，扎实的C/C++/Java/Python开发功底，
2. 三年以上NLP领域相关经验。熟练掌握NLP领域的主要方法， 熟悉主要机器学习算法。 
3. 熟练掌握Hadoop、Spark等分布式平台。熟练掌握至少一种深度学习框架(Tensorflow,MXNet,Pytorch,PaddlePaddle等)
4. 有语音识别，对话系统等实际产品开发经验者优先。
5. 良好的沟通能力和组织协调能力，有一定创新意识。"
303,北京长亭未来科技有限公司,北京,150-500人,"企业服务,信息安全",算法工程师,2020-04-02 10:41:31,15k-30k,1-3年,本科,"根据场景和业务需求，设计可实践、可落地的安全算法与模型
持续改进现有算法与模型的检测能力，拓展应用场景

","计算机相关专业本科及以上学历，或具有同等效力的相关经历
优秀的分析问题和解决问题的能力，对解决具有一定挑战性的问题充满热情
熟练掌握 C/C++/Python 等编程技能，有良好的编程基础与风格
良好的算法与数据结构基础
了解编译原理、形式语言与自动机相关技术
了解机器学习、自然语言处理、时间序列、异常检测中的一项或多项

加分项"
304,北京米连科技有限公司,北京,50-150人,移动互联网,算法工程师,2020-04-02 15:17:08,20k-40k,3-5年,本科,"1.对大数据进行分析，挖掘各类用户特征，发现潜在的异常用户行为。
2.从多个角度对用户进行建模，使用机器学习等技术来实现对用户不良行为的自动识别。
3.分析现有以及将来系统中可能存在的各种漏洞，提出并实施解决方案。
4.灵活运用各类文本相关的处理技术，让机器自动识别可能的不良信息。
","1.统招本科以上学历，硕士优先；良好的数据结构和算法基础；
2.熟悉机器学习相关理论并有一定实践经验；
3.熟悉Java语言，有良好的Linux环境实际开发经验；
4.有大数据处理经验者为佳；
5.有安全/反垃圾/反作弊等方面实际经验者为佳；"
305,北京旋极信息技术股份有限公司,北京,150-500人,"移动互联网,硬件",机器学习算法工程师,2020-04-03 16:36:58,20k-30k,3-5年,本科,,
306,旅悦旅游信息技术（北京）有限公司,北京,2000人以上,旅游,算法工程师-校招,2020-04-03 16:42:42,15k-25k,应届毕业生,本科,"1、 基于全网抓取数据，分析各类酒店及民宿分布、出租率、价格区间等，总结市场价格规律；
2、 研究智能定价算法模型，基于抓取数据、经营数据进行算法模型的训练及优化；
3、使用机器学习、运筹优化等算法优化酒店基础定价，并负责在线定价系统算法的设计、实现和优化；
4、 深入分析酒店经营数据，挖掘各类经营数据指标，帮助运营决策分析。 
","1. 全日制2020届本科及以上学历，计算机科学与技术、软件工程等相关专业；
2. 编程基础扎实，熟练使用至少一种常用的编程语言，包括但不限于C++、Python、Scala、Go；
3.逻辑清晰，思维活跃，善于分析和解决问题，学习能力强；
4.积极乐观，具备强烈的进取心、洞察力、求知欲、抗压能力及团队合作精神。"
307,清枫（北京）科技有限公司,北京,50-150人,游戏,【2020校招】算法工程师,2020-04-04 19:23:02,7k-14k,应届毕业生,本科,"Scala/Java/Python/C++等，熟练使用Spark平台。
5.了解SQL和NoSQL数据库，如Mysql／MongoDB／HBase等；
6.热爱电竞游戏者优先。

---我们为你提供---
1.加入优秀的互联网研发团队，给足挑战与空间，获得加速成长；
2.新生培训计划+一对一导师制+远超出行业平均水平的实习薪资；
3.转正后年底双薪+无上限年终奖+10天带薪年假；
4.电竞椅办公又酷又舒适+定期体检+周末双休拒绝996，身体才是革命的本钱；
5.周三尖叫之夜，大家一起开黑、桌游、switch.. 
6.每周各部门分享沙龙，培养T型人才，零食下午茶、无限量饮料必不可少；
7.小黑屋电竞馆尽享员工优惠，同事也是你的最强",
308,北京凌宇智控科技有限公司,北京,50-150人,"硬件,其他",算法工程师（组合导航、室内定位）,2020-04-04 19:42:25,20k-40k,3-5年,本科,"结合IMU和公司自研的室内定位技术进行组合导航算法的研究、验证、实现和优化；

","1. 硕士以上学历，3年及以上工作经验，自动化、电子、通信等相关专业；
 2. 精通惯性导航工作原理，可以利用惯性元件及相关算法进行姿态、位置解算；
 3. 精通组合导航算法设计、精通卡尔曼滤波算法；
 4. 有丰富的公式推演及MATLAB或C、C++实现经验；
 5. 具备组合导航数据处理与信息融合技术算法仿真与实现经验；
 6. 熟悉系统识别与仿真、有良好的算法和数学基础；
 7. 具备较强的学习能力、团队协作能力、沟通能力、责任意识及上进心；
 8. 熟悉计算机视觉算法（如PNP）者优先。"
309,巴恩（大连）科技有限公司,北京,50-150人,"移动互联网,企业服务",大数据开发工程师,2020-04-03 08:37:31,35k-55k,5-10年,本科,"1. 负责大数据核心业务需求开发；
2. 负责大数据平台系统设计和开发；
3. 参与数据平台的监控、维护与优化；
","1. 计算机相关专业本科及以上学历，3年及以上数据开发经验；
2. 熟悉hadoop相关技术，包括Mapreduce、Hive、Storm、flume、spark 等；
3. 熟悉python、java等至少一门语言的使用；
4. 熟练掌握mysql数据库的使用；
5. 对大数据技术有兴趣和热情，对工作有强烈的责任感，有较强的学习能力和创新精神；"
310,混沌时代（北京）教育科技有限公司,北京,150-500人,"移动互联网,教育",算法工程师-机器学习方向,2020-04-03 18:31:29,20k-40k,3-5年,本科,"1、负责基于混沌大学业务场景和用户行为进行数据挖掘，洞察业务痛点，落地实现方案；
2、负责对数据进行分析建模，评估与优化模型；
3、负责web应用开发，针对用户做产品的个性化推荐；
4、负责基于数据分析，提升用户体验，为产品方向提供决策。
","1、统招本科以上学历，计算机相关专业，3年以上算法经验；
1、掌握python/shell等脚本语言，熟悉Linux开发环境；
2、掌握基本的算法与数据结构，如树/哈希/排序等；
3、掌握机器学习理论，对贝叶斯、随机森林、神经网络等有应用研究，熟悉sklearn/tensorflow等工具；
4、了解数据分析相关的pandas/numpy/seaborn工具，常用数据库Mysql/Redis/ElasticSearch的查询操作；
5、有推荐系统/数据挖掘/搜索引擎/广告系统等开发经验优先。"
311,北京腾云天下科技有限公司,北京,500-2000人,移动互联网,行为数据挖掘专家(J10339),2020-04-03 18:00:03,25k-40k,3-5年,硕士,,
312,微梦创科网络科技（中国）有限公司,北京,2000人以上,文娱丨内容,用户画像和兴趣算法工程师,2020-04-04 16:45:31,40k-80k,3-5年,本科,"1.     负责热门微博用户建模工作，提供核心的用户画像、用户兴趣基础特征，支撑热门微博推荐业务；
2.    面向热门微博推荐业务持续改进画像和兴趣的质量、覆盖、精准及实时性；
【岗","1.     具备较强的编码能力，扎实的算法和数据结构知识；3年以上互联网公司工作经验；
2.    熟悉Python、C++/Java中的一种，hadoop相关开源组件如"
313,梅卡曼德（北京）机器人科技有限公司,北京,150-500人,"企业服务,硬件",机器学习算法工程师,2020-04-03 15:02:19,18k-35k,不限,本科,北京海淀区上地群,
314,中国光大银行股份有限公司,北京,150-500人,金融,算法工程师,2020-04-02 17:41:33,20k-30k,3-5年,本科,1、结合银行智能运营领域重点任务，运用机器学习和深度学习技术进行数据挖掘建模支持用户运营、智能推荐、渠道运营、权益运营等工作；2、负责数据挖掘领域的工作，参与数据挖掘及数据产品研发的规划、设计及实施；3、负责机器学习和深度学习领域的算法模型研究工作，关注相关领域技术动态，提出实现最前沿的算法，并将其在业务中探索实践，持续提升算法效果和用户体验。,1、年龄35周岁及以下，全日制本科及以上学历、985或211院校优先考虑；2、作为核心团队成员参与过线上运营、渠道运营、用户行为分析等数据分析和数据挖掘相关项目，有实际项目成果者优先考虑；3、熟悉数据分析挖掘过程，具备独立完成数据抽取、数据处理、数据建模及验证、数据分析报告等任务的能力；4、熟悉掌握SAS、Python、R等一种或一种以上的分析工具，能够尝试将机器学习、深度学习技术与金融应用场景进行结合应用；5、熟悉机器学习基本框架和模型常用算法，并对其中至少一种有应用经验；6、具备较强的工作责任心和团队合作意识，抗压能力强，具有较强分析问题和解决问题的能力，具备良好的协调沟通能力。
315,中国光大银行股份有限公司,北京,150-500人,金融,算法工程师,2020-04-02 17:41:33,20k-30k,3-5年,本科,1、结合银行智能运营领域重点任务，运用机器学习和深度学习技术进行数据挖掘建模支持用户运营、智能推荐、渠道运营、权益运营等工作；2、负责数据挖掘领域的工作，参与数据挖掘及数据产品研发的规划、设计及实施；3、负责机器学习和深度学习领域的算法模型研究工作，关注相关领域技术动态，提出实现最前沿的算法，并将其在业务中探索实践，持续提升算法效果和用户体验。,1、年龄35周岁及以下，全日制本科及以上学历、985或211院校优先考虑；2、作为核心团队成员参与过线上运营、渠道运营、用户行为分析等数据分析和数据挖掘相关项目，有实际项目成果者优先考虑；3、熟悉数据分析挖掘过程，具备独立完成数据抽取、数据处理、数据建模及验证、数据分析报告等任务的能力；4、熟悉掌握SAS、Python、R等一种或一种以上的分析工具，能够尝试将机器学习、深度学习技术与金融应用场景进行结合应用；5、熟悉机器学习基本框架和模型常用算法，并对其中至少一种有应用经验；6、具备较强的工作责任心和团队合作意识，抗压能力强，具有较强分析问题和解决问题的能力，具备良好的协调沟通能力。
316,中科天玑数据科技股份有限公司,北京,150-500人,"移动互联网,数据服务",大数据开发工程师,2020-04-02 20:42:06,16k-26k,3-5年,本科,"1、 负责设计、开发、维护大数据分析处理相关的软件产品和模块，开发主要使用语言为JAVA
2、 负责对所负责功能模块进行单元测试和集成测","用例编写、执行测试、编写报告
3、 对所负责的产品或项目的功能模块进行需求分析

任职要求"
317,第四范式（北京）技术有限公司,北京,500-2000人,企业服务,机器学习算法工程师,2020-04-03 14:58:59,20k-40k,不限,本科,,
318,北京航天泰睿科技有限公司,北京,50-150人,其他,算法工程师,2020-04-02 11:41:52,20k-30k,1-3年,本科,"1、红外图像处理方向算法设计，负责图像增强、目标检测识别跟踪等相关算法设计。（2人）
2、通信方向算法设计，负责系统通讯算法开发设计、完成系统通讯算法落地实现。（2人）
3、其他，分析解决实际业务问题，根据产品要求进行算法设计和优化。（2人）

","1、本科及以上学历，计算机、电子、通信、数学、物理、光学、图像处理等相关专业；
2、优秀的分析和解决问题的能力；
3、掌握计算机相关知识，熟练使用仿真工具Matlab等，会一门编程语言者优先；
4、图像处理方向，有光学专业背景或熟悉红外成像原理者优先。"
319,北京亿玛创新网络科技有限公司,北京,500-2000人,"移动互联网,电商",大数据开发工程师,2020-04-02 19:29:12,18k-25k,3-5年,本科,"1.负责海量用户行为数据的接入和整合，多维度建设用户画像； 
2.负责数据采集、存储、分析、挖掘工作，丰富用户画像； 
3.基于数据管理平台指导数据决策并输出解决方案；
","1.熟悉Linux系统环境，精通Java/Scala/Python等大数据领域常用开发语言的一种或多种；
2.熟练掌握主流大数据常用框架，如"
320,数贸科技（北京）有限公司,北京,500-2000人,电商,机器学习算法工程师,2020-04-03 22:18:29,25k-50k,3-5年,不限,"1、 计算机或数学相关专业毕业，2年以上工作经验。
2、 熟练使用hive 、spark SQL等进行特征提取，能使用tensorflow 编程，进行算法建模。
3、对LR/SVM、deepfm、lstm、 Q-learning等等算法理解深刻，
4、有数据敏感度，有数据分析的能力
5、自我驱动，自我激励，强烈的责任意识
6、聪明好学，coding带劲，沟通顺畅，思",
321,北京高因科技有限公司,北京,2000人以上,移动互联网,高级/资深算法工程师--机器学习,2020-04-03 16:40:10,30k-55k,3-5年,硕士,"1.  参与相关模型开发和优化工作，负责模型在业务端落地。
2.  跟踪前沿的算法理论，并且将优秀的算法应用到业务场景中，通过技术创新提升业务价值。

","1.  深刻理解深度学习、统计机器学习等理论，并且在风控、文本、搜索、推荐、广告等一个或多个领域上有一定经验； 
2.  算法工程基础扎实，熟悉Java/Python/Shellscript，对常用机器学习算法技术栈有较为深刻的理解； 
3.  熟悉基本大数据环境基础工具的使用，熟悉Spark、 Hive、ES、HBase等，有基于这些工具进行数据处理、分析的数学模型能力；
4.  有大规模算法落地经验者优先考虑；"
322,北京京东世纪贸易有限公司,北京,2000人以上,物流丨运输,算法工程师/专家 （机器学习方向）,2020-04-03 16:34:22,35k-65k,5-10年,硕士,"1. 为开放商家、仓网规划、经分等不同业务线赋能，服务供应链商品布局、补货调拨、仿真优化等环节、经营分析以及物流网络运营规划，主要负责算法模型设计，同时也需要参与需求沟通、数据处理以及上线工程化；
2. 分析并解决建模过程中遇到的问题，迭代优化模型，提升模型准确率；
3. 参与算法中台组件建设，沉淀不同场景解决方案，提升组件可复用能力；
4. 相关领域前沿技术研究和技术创新。

","1、研究生及以上学历，数学、统计、运筹、计算机等相关专业，有扎实的数理分析基础；
2、熟悉时间序列分析、机器学习、深度学习算法，深入理解算法细节，能够熟练进行数学建模，有独立完整的建模实践经验；
3、有需求预测、精准营销、算法中台建设相关工作经验者优先；
4、熟练掌握sql,掌握python、java等至少一种编程语言，有大规模分布式计算框架开发经验，有基于TF、pytorch等深度学习算法开发经验或者相关研究背景的优先；
5、积极主动，有技术热情、强烈的责任感、踏实勤奋的工作态度，有良好的沟通能力，跨团队协作能力，具备出色的规划、执行力。"
323,维恩贝特科技有限公司,北京,500-2000人,电商,大数据开发工程师,2020-04-02 16:49:54,15k-30k,3-5年,本科,,
324,上海脉络市场营销策划有限公司,北京,少于15人,"数据服务,社交",NLP数据挖掘专家,2020-04-03 14:22:33,28k-40k,3-5年,硕士,"1. 211或985硕士毕业
2. 有3年以上工作经验优先，如特别优秀可放宽
3. 既往工作以NLP为主，熟悉各种NLP算法
4. 如果有既往参加各种比赛经验请列明
5. 有医疗相关NLP处理经验优先录用
6. 勤奋，自主，学习能力强
7. 为人谦虚，易合作，可以快速",
325,郑州市富连网电子科技有限公司深圳分公司,北京,500-2000人,电商,算法工程师,2020-04-02 20:43:51,30k-60k,3-5年,硕士,"1. ToF深度成像系统开发2. 深度相机（ToF)标定，标定系统开发3. 点云/深度图后处理模块算法开发（滤波、RGBD/双目融合）4. 点云 3D建模，如物体位姿估计，物体尺寸估计5. 点云定位导航算法开发 (VSLAM)

1、精通C/C++/Python等编程语言，熟悉ROS，有较强的代码能力；2、熟悉深度相机成像原理(ToF)，深度相机标定、融合，深度图/点云后处理；3、了解3D建模算法，了解点云定位导航算法（SLAM），了解视觉VIO/VINS；4、数学基础（矩阵运算、随机过程、微积分）",接受985+海外留学背景+相关项目经验丰富的经验浅的人选
326,北京世相科技文化有限公司,北京,150-500人,文娱丨内容,算法工程师（2020届校招）,2020-04-04 18:29:26,18k-25k,应届毕业生,硕士,"1、负责数据分析，数据挖掘等相关产品研发；
2、分布式数据处理系统的开发和升级维护；
3、基于仓储数据，创建和优化NLP相关的算法模型。
","1、对算法有浓厚的兴趣；
2、硕士学历，计算机/数学专业；
3、熟练使用Python/Java/Shell/Scala等一门或多门语言；
4、需要扎实的数据结构和算法基础，掌握分布式系统编程；
5、熟悉自然语言，广告优化等领域常用的数据结构和算法设计（线性回归，朴素与贝叶斯，决策树，深度学习等）；
6、具备分布式数据仓储开发合作经验；
7、个人综合素质突出或数学专业硕士优先考虑。"
327,北京顺丰同城科技有限公司,北京,500-2000人,移动互联网,人工智能 / 机器学习算法工程师,2020-04-03 18:00:59,20k-40k,1-3年,本科,"1. 在物流行业向科技化智能化转型的节点，借助AI与大数据能力为同城物流多种应用场景赋能。
2. 研究机器学习与数学建模的相关技术，并用于实际问题的改善和优化。
 
","1. 有机器学习相关背景，熟悉常见的回归、分类、聚类模型；
2. 优秀的开发能力(Python/C++/go)，熟悉linux编程环境；
3. 良好的逻辑思维能力，对数据敏感，能够发现关键数据、抓住核心问题。
4. 本科及以上学历，计算机相关专业背景
5. 熟悉大数据开发平台（Hadoop/Hive/Spark) 优先"
