,公司名,城市,公司人数,公司领域,职位,发布时间,工资,工作年限,学历,岗位职责,岗位要求
1026,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,算法工程师【校招】,2020-04-05 17:29:35,18k-25k,应届毕业生,本科,"1、利用机器学习技术，改进头条的推荐、广告系统，优化数亿用户的阅读体验；
2、分析基础数据，挖掘用户兴趣、文章价值，增强推荐、广告系统的预测能力；
3、分析用户商业意图，挖掘流量潜在商业价值，提升流量变现；
4、研究计算机视觉算法，给用户提供更多更酷炫的功能；
5、研发机器翻译与对话技术，促进跨语言内容理解与交流。

","1、本科及以上学历，计算机、机器学习和模式识别相关专业；
2、热爱计算机科学和互联网技术，对人工智能类产品有浓厚兴趣；
3、具备强悍的编码能力，熟悉 linux 开发环境，熟悉 C++ 和 Python 语言优先；
4、有扎实的数据结构和算法功底，熟悉机器学习、自然语言处理、数据挖掘、分布式计算、计算机视觉、计算机图形、语音识别与合成中一项或多项；
5、对推荐系统、计算广告、搜索引擎、对话问答、图像和视频分析处理相关技术有经验者优先；
6、优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情。"
1027,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,广告算法工程师-运筹优化,2020-04-05 15:33:10,25k-50k,不限,本科,"1、负责运筹优化 / 机制设计方向的算法研究和落地，包括但不限于博弈论，组合优化，线性规划，控制论等；
2、负责将优化技术和机器学习结合，应用在字节跳动的广告变现中，提升广告匹配度，提升广告主生态的健康度，提升平台长期收入；
3、可能涉及的","广告Auction / bidding / ranking，以及广告主生态机制的设计。
职位要求"
1028,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,算法工程师--流调度方向,2020-04-05 17:32:22,25k-50k,3-5年,本科,,
1029,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,用户增长算法工程师,2020-04-05 18:20:48,25k-50k,3-5年,本科,"1. 承担机器学习系统和算法的研发，为字节跳动全系产品提供增长算法策略支持，包括不限于头条、西瓜视频、抖音、TikTok等；
2. 负责头条用户增长智能引擎中的算法策略部分，例如人群Lookalike、触达决策、着陆页个性化等。

","1. 具备强悍的编码能力和扎实的数据结构和算法功底 ；
2. 熟悉至少一种主流深度学习编程框架（TensorFlow/Caffe/MXNet），熟悉其底层架构和实现机制，熟悉深度学习算法（CNN/RNN/LSTM等）；
3. 熟悉常见的开源组件，参与过高性能在线服务研发者优先；
4. 有大规模海量数据机器学习/数据挖掘/计算广告/搜索引擎相关经验者优先；
5. 具备良好的沟通和表达能力，有较好的产品意识者优先。"
1030,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,垂直行业广告算法工程师,2020-04-05 18:16:53,30k-60k,不限,本科,"1. 利用各种策略、算法、机制等优化广告投放，提升广告投放效果；
2. 垂直行业数据分析，特征工程，数据挖掘，机器学习建模；
3. 深入了解行业痛点，抽象问题，给出解决方案；
4. 项目推进， 与垂直行业产品运营等沟通协调。

","1. 计算机或相关专业本科及以上学历；
2. 熟悉机器学习、数据挖掘，有扎实的数据结构和算法功底;
3. 有大型广告系统的研发经验，不限于以下(CTR/CVR预估、画像定向、竞价机制、投放优化等)；
4. 较好的团队合作精神，较强的沟通能力；主动性强，有很强的自我驱动力；
5. 对数据、业务敏感，对解决挑战性问题充满热情，具备较强的抽象能力、项目推动能力，以及创新能力。"
1031,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,高级算法工程师,2020-04-05 17:07:46,25k-50k,3-5年,本科,"1、负责内容的分发，改善用户体验，提升用户获取资讯的效率；
2、实时挖掘新闻热点，对新闻事件进行识别；
3、深入理解业务数据，构建用户画像；
4、优化召回和排序模型，并提供稳定的线上服务。

","1、扎实的机器学习功底，深刻理解数据平滑、特征选择、Bayes、熵、优化方法、GLM、矩阵运算等，并融会贯通；
2、熟悉协同过滤、矩阵分解、GBDT、LearningToRank、word2vec、CRF、LSTM等常见算法，并具有丰富的实战经验；
3、熟悉多线程和多进程编程方式，深谙各种缓存和内存压缩技术；
4、熟悉Python、Go、C++/Java中的一种，具备良好的编码习惯和算法基础；
5、三年以上推荐/广告/搜索系统算法研发经验，对个性化推荐系统有深刻理解。"
1032,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,推荐算法高级工程师,2020-04-05 17:03:12,20k-40k,3-5年,本科,"1、负责电商产品的推荐架构和算法；
2、分析用户行为数据，构建用户画像；
3、识别当下热门、爆款商品，辅助招商。

","1、3年以上的推荐系统、rank相关工作经验；
2、强悍的编码能力，精通c、c++、python语言优先；
3、扎实的数据结构和算法功底；
4、熟悉常用的推荐算法，能熟练解决常见的分类和回归问题；
5、熟练使用以下任何一个开源工具者优先"
1033,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,高级算法工程师-商业变现,2020-04-05 17:02:54,25k-50k,1-3年,本科,"1、使用机器学习技术分析客户和用户商业意图、挖掘流量潜在商业价值，提升今日头条中的流量变现；
2、优化在线广告投放策略，离线数据挖掘，流量反作弊；
3、模型设计与选择，代码输出；
4、网盟投放策略和算法。

","1、优秀的编码与代码控制能力, 有扎实的数据结构和算法功底； 
2、良好的逻辑思维能力，能够从海量数据中发现关键特征； 
3、熟悉linux开发环境，思维细致，对数据分析有一定的兴趣； 
4、有机器学习算法实际操作经验。"
1034,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,推荐算法工程师,2020-04-05 17:07:45,25k-50k,3-5年,本科,,
1035,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,算法工程师-TnS,2020-04-05 11:24:25,25k-50k,1-3年,本科,"1、负责字节跳动海外产品（TikTok,Vigo,...) 的内容理解和用户建模；
2、深入理解内容安全策略，结合机器学习等技术，优化内容安全业务流程和效率；
3、深入理解业务和机器学习技术，优化短视频理解和建模，提升推荐效果和内容生态；
4、深入理解业务和机器学习技术，优化用户/创作者理解和建模，提升推荐效果和创作生态。
","1、本科及以上学历，计算机、电子等相关专业背景；
2、有丰富的机器学习/CV/nlp 相关经验，包括但不限于"
1036,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,广告算法架构高级工程师,2020-04-05 15:33:15,30k-60k,不限,本科,"1、负责字节跳动广告算法核心服务的设计与实现，包括点击/转化预估服务、召回服务、广告和内容混合排序服务、用户画像服务等； 
2、为字节跳动的广告算法建设深度学习能力，包括深度模型在线服务、实时样本生成、实时模型训练等；
3、构建高性能、高可用的服务框架，承载高并发、低延迟的广告投放架构需求；
4、应对全球化，多数据中心的技术挑战，研发全球一体的广告系统。
","1、熟悉C++/Java/Golang中的至少一门编程语言，2年以上中大型生产项目开发经验；
2、熟悉Linux操作系统和开发环境，良好的数据结构、算法基础、系统设计能力； 
3、善于沟通，工作积极主动，责任心强，具备良好的团队协作能力。
加分项
1、具有互联网广告投放系统或个性化推荐系统开发经验者优先；
2、熟悉至少一种主流深度学习框架或大数据框架者优先；
3、有过开源社区经历者优先。"
1037,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,广告行业优化算法工程师,2020-04-05 15:33:10,25k-50k,不限,本科,1、负责优化广告细分行业的变现效,"电子商务、网络服务、汽车、教育、互联网金融、招商加盟等等；
2、站在行业客户角度，垂直审视广告投放系统存在的疑难问题，进行投放策略、模型算法的优化和改进；
3、针对各个行业深度转化链路的差异，优化稀疏样本条件下的深度行为预估模型和出价策略；
4、解决各个行业人群覆盖度差异问题，采用联邦学习或者私有建模的数据闭环方案，设计和优化人群泛化算法，最大化行业客户价值；
5、深入分析行业投放问题，提供冷启动、稳定性、行业生态等长期问题的解决方案。
职位要求"
1038,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,广告算法工程师-广告系统,2020-04-05 18:08:34,20k-40k,不限,本科,"1、广告召回、竞价排序机制优化，平衡用户体验、平台收入和广告主三方利益；
2、广告预算分配、成本控制、冷启动、投放速度/稳定性等算法优化，提升广告主投放体验；
3、用户行为和画像建模，文本分类、关键词挖掘、lookalike等技术研究，增加广告系统预测能力；
4、利用nlp/cv技术，不断加强对于文案/图片/视频的理解，应用于ctr、cvr、相关性模型和投放策略，帮助广告主提升投放效果；
5、结合机器学习/强化学习的自动出价、个性化召回等算法研究，提升广告系统自动化能力。

","1、具备强悍的编码能力，扎实的数据结构和算法基础，熟悉linux平台的python/golang/C++/java中两项或以上开发；
2、对人工智能类产品有浓厚兴趣，熟悉常见机器学习原理，有nlp/ctr/cvr/cv/RL等模型实践经验者优先；
3、有计算广告/搜索排序/推荐系统相关工作经验者优先，熟悉ocpx/pacing/冷启动等广告产品机制者优先；
4、优秀的分析问题和解决问题的能力，保持对新事物的持续学习和好奇心，对解决挑战性问题充满激情。"
1039,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,算法工程师-反爬方向,2020-04-05 18:15:14,30k-60k,3-5年,本科,"1、负责字节跳动全系的 APP 的反抓取工作；
2、通过对海量数据挖掘，分析用户行为，设计、实现反爬取业务算法模型；

","1、具有良好的逻辑思维能力，熟悉常用的机器学习算法；
2、对数据敏感，具备较强特征发现能力，有大数据处理相关经验；
3、良好的团队合作精神，较强的逻辑思维能力、沟通能力和学习能力；
4、有互联网相关风控、反作弊、反垃圾、反欺诈工作经验者优先。"
1040,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,NLP算法工程师-广告系统,2020-04-05 17:46:56,25k-50k,不限,本科,,
1041,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,实习算法工程师（可转正）,2020-04-05 17:56:58,4k-6k,应届毕业生,本科,"1、利用机器学习等技术手段，改进用户增长系统，扩大用户规模提升用户活跃；提升和优化公司信息安全和反作弊系统，为用户带来更良好的产品体验；
2、利用数据分析技术，提升对于产品业务场景的认知；
3、应用数据挖掘技术，构建对于用户、内容和场景的理解能力。

","1、希望你是本科大三/两年制研一/三年制研二/博士应届的同学，计算机相关专业；
2、热爱计算机科学和互联网技术，对人工智能类产品有浓厚兴趣；
3、具备强悍的编码能力，熟悉 linux 开发环境，熟悉 C++ 和 Python 语言优先；
4、有扎实的数据结构和算法功底，熟悉机器学习、深度学习、强化学习、自然语言处理、数据挖掘、分布式计算、计算机图形中一项或多项；
5、对推荐系统、计算广告、搜索引擎、对话问答、图像和视频分析处理相关技术有经验者优先；
6、优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情。"
1042,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,推荐算法工程师（电商个性化推荐）,2020-04-05 17:31:20,35k-55k,3-5年,本科,"1、优化推荐效果，并保证推荐服务稳定；
2、分析业务数据，提出改进方案；
3、业务目标拆解和技术规划。

","1、机器学习理论基础扎实；
2、熟悉矩阵分解、GBDT、LTR、word2vec、CRF、LSTM等常见算法；
3、强悍的工程实现能力，熟练使用python、Go、C++语言；
4、熟练使用以下任何一个开源工具"
1043,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,大数据算法工程师（BI部门）,2020-04-05 18:04:43,20k-35k,不限,本科,"1、深入理解B端业务，准确分析问题，研发适合的算法与策略，不断优化算法效果和性能；
2、熟悉滤波算法及随机过程，使用不同算法对时序数据分析建模；
3、学习时序、NLP领域的先进技术并开展相关研发工作。

","1、计算机／数学／统计学／模式识别相关专业，硕士及以上学历； 
2、熟悉时间序列和机器学习的理论基础，有海量数据挖掘研发经验优先；
3、精通数理统计，数据逻辑清晰，沟通能力强，业务理解能力强；
4、具有优秀的编程能力，精通Python/Golang/Spark以及常用脚本语言； 
5、责任心强，积极主动，有良好的沟通能力和团队合作能力。"
1044,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,推荐（高级）算法工程师-C端产品,2020-04-05 15:33:12,25k-50k,1-3年,本科,"1、优化C端产品推荐效果，其中内容平台合作信息流场景DAU1亿+；
2、深入理解业务和机器学习技术，优化推荐模型、策略，提升推荐效果； 
3、深入理解用户行为，结合机器学习、数据挖掘等技术，优化创作、浏览体验。
","1、1~5年工作经验，有强烈的上进心和责任感，具备良好的沟通协作能力；
2、具备优秀的编码能力和算法功底；
3、熟悉常用的推荐算法，有大规模机器学习/数据挖掘/推荐业务经验者优先。"
1045,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,广告审核NLP算法工程师,2020-04-05 17:11:35,25k-45k,1-3年,本科,1、广告作弊策略的设计与开发，解决类似虚假、夸大、低俗等问题 2、同产品、运营与审核部门合作，把握质量标准，定期评估效果、改进广告生态,1、拥有强悍的编码能力，有扎实的数据结构和算法功底2、熟悉Linux开发环境，熟悉Python/Java/C++语言3、掌握机器学习、信息检索算法，实现过相关算法或有相关应用4、责任心强，积极主动，有良好的沟通能力和团队合作能力5、具有广告低质、敏感内容识别相关算法经验者优先
1046,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,音效处理算法工程师,2020-04-05 17:06:17,25k-50k,3-5年,本科,,
1047,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,图形图像算法工程师,2020-04-05 17:02:48,25k-50k,3-5年,本科,"1、主要负责图像/视频硬件渲染框架的研发；
2、熟悉手机端的算法性能调优。
","1、熟悉常见的图像处理/计算机图形学知识和算法，有一定数学功底；
2、熟悉iOS或者android工程开发，有手机端图像算法的工作经验；
3、熟悉手机端的图像算法或者视频算法的开发，熟悉OpenGL，尤其是GLES，熟悉OpenCV；
4、了解视频、音频编码解码算法和实现；
5、经验3年学历硕士及以上。"
1048,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,算法测试开发工程师-教育业务,2020-04-05 18:36:05,25k-50k,1-3年,本科,"1、对搜索推荐、深度学习、图像识别等AI相关算法模型进行测试；
2、总结和分析测试结果，同时需要对算法和业务团队提出合理化建议和意见，以提高算法的质量；
3、根据算法及应用场景，设计并准备测试数据集，编写测试代码、测试并跟进BUG；
4、协助算法产品和业务团队全面推进算法产品在相关业务场景中的应用、落地实践和风险监控。
","1、计算机、软件工程，数学、信息安全等相关专业背景，研究生以上学历；
2、扎实的编程基础（熟练使用Java或者Python等），有良好的编码习惯及技术功底，有AI算法开发/测试经验者优先；
3、拥有技术激情、创新意识、快速学习和协同落地能力，表达能力优秀，乐观向上，自我驱动力强，具备很强抗压能力，有自我反省意识；
4、学习能力强，喜欢提问题，善于发现错误，优秀的沟通协调和团队合作能力。"
1049,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,数据挖掘实习生,2020-04-05 17:27:04,3k-6k,不限,本科,"1、负责搜索Spider系统的基础数据挖掘和核心技术研发
2、负责互联网资源特征数据挖掘，包括页面特征、站点特征、页面价值度、热点变化趋势等
3、负责链接的反垃圾，识别无价值链接，控制链接规模
4、利用机器学习/深度学习算法建立模型，预估链接质量

","1、计算机或相关专业，本科及以上学历，2020年及以后毕业
2、优秀的编码与代码控制能力, 有扎实的数据结构和算法功底 
3、精通C/C++语言编程，熟悉linux平台、shell编程
4、每周实习至少3天，可以连续实习3个月以上"
1050,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,数据挖掘实习生,2020-04-05 17:27:04,3k-6k,不限,本科,"1、负责搜索Spider系统的基础数据挖掘和核心技术研发
2、负责互联网资源特征数据挖掘，包括页面特征、站点特征、页面价值度、热点变化趋势等
3、负责链接的反垃圾，识别无价值链接，控制链接规模
4、利用机器学习/深度学习算法建立模型，预估链接质量

","1、计算机或相关专业，本科及以上学历，2020年及以后毕业
2、优秀的编码与代码控制能力, 有扎实的数据结构和算法功底 
3、精通C/C++语言编程，熟悉linux平台、shell编程
4、每周实习至少3天，可以连续实习3个月以上"
1051,北京三快在线科技有限公司,北京,2000人以上,消费生活,美团打车-算法工程师 运筹优化研究,2020-04-05 18:20:14,38k-50k,5-10年,本科,1、负责美团打车核心逻辑的算法设计与开发，涉及的业务场景包括,"智能派单、智能司乘引导、动态供需调节等，使用前沿技术手段，构建离线仿真系统，设计在线核心策略，持续提升服务满意度和平台经营效率；
2、深入场景理解，规划技术方向，推动前沿算法在出行业务应用场景下的效果提升和落地发展，提高美团打车在策略算法上的核心竞争力，驱动业务健康快速发展。

岗位要求"
1052,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,高级/资深广告投放算法工程师,2020-04-05 17:37:25,25k-50k,1-3年,本科,,
1053,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,图形算法高级开发工程师,2020-04-05 17:06:18,30k-60k,3-5年,本科,"1、负责三维图形算法的开发与性能提升，实现最前沿的算法，保持算法在工业界领先；
2、负责3D效果、互动类算法与应用的开发工作； 
3、负责下述研究课题中的一项或多项，包括","三维重建，基于图像、视频的光照估计和材质恢复，几何特征识别，柔体算法优化，真实感渲染等。
职位要求"
1054,北京三快在线科技有限公司,北京,2000人以上,消费生活,美团打车-平台策略方向-高级算法工程师,2020-04-05 18:20:14,30k-45k,3-5年,本科,赋能美团打车的平台运营，通过智能化手段促进供,1.参与到打车“平台模式”的核心策略对话中
1055,北京三快在线科技有限公司,北京,2000人以上,消费生活,美团地图-资深数据挖掘工程师,2020-04-05 10:07:09,20k-40k,3-5年,本科,"1.利用数据挖掘、NLP、机器学习、统计学习等理论和方法，深入挖掘分析兴趣点数据；
2.设计多维分析模型，通过多种数据挖掘算法对美团业务多源大数据进行挖掘；
3.负责互联网文本数据的分析、理解和挖掘；
4.主动使用新技术、新算法、新思路、新观念不断优化挖掘算法；
5.负责数据挖掘领域相关专利的撰写发表。

","1.计算机、数学或统计学等相关专业本科及以上学历，3年以上互联网研发工作经验；
2.具有丰富的数据挖掘、NLP、机器学习方面的经验；
3.熟悉Hadoop、Spark、Hive 等大数据处理技术；
4.熟悉Scala、Java、Python、C++、Shell等常用编程语言中至少一种；
5.扎实的编程基础和数据结构算法基础；
6.对数据敏感，有较强数据分析、逻辑推理能力和解决问题能力；
7.有开发高品质产品、编写高质量代码的自我要求；
8.具备强烈的进取心、求知欲及团队合作精神。

加分项"
1056,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,Camera算法研发高级工程师-互娱研发,2020-04-05 17:58:57,30k-60k,3-5年,硕士,"1、负责手机前后置Camera相关增强算法的开发与应用
2、负责手机前后置多摄相关算法的开发与应用
3、负责算法调试和工程优化，对算法落地负责
4、参与制定camera算法质量测试规范和标准
","1、硕士及以上学历；
2、工作年限"
1057,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,高级大数据开发工程师-核心广告系统,2020-04-05 17:41:02,20k-40k,3-5年,本科,"1、负责ElasticSearch/Druid平台化建设相关设计、研发、运维工作；
2、深入理解ElasticSearch或Druid的技术原理、架构和使用场景，为业务方提供技术指导。

","1、JAVA基础扎实，熟悉ElasticSearch或Druid源代码优先；
2、有丰富的数据平台开发或使用经验，能够高效挖掘技术团队需求痛点并提供解决方案；
3、有较强的沟通能力，可以和相关技术业务部门进行有效沟通；
4、善于学习新的知识，有进取心，对解决具有挑战性问题充满激情。"
1058,北京三快在线科技有限公司,北京,2000人以上,消费生活,美团打车-策略算法高级工程师/技术专家,2020-04-05 18:20:15,45k-65k,不限,本科,,
1059,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,实习大数据开发工程师（可转正）,2020-04-05 17:56:59,4k-6k,应届毕业生,本科,"1、负责字节跳动海量数据的处理，在分布式计算平台基础上建立高效、实时的数据 pipeline； 
2、负责产品数据分析，发现模式与规律，为实验解释、系统改进提供数据支持； 
3、负责 Hadoop，Spark 等大数据基础设施和平台的改进，解决大规模生产环境集群可用性和性能优化问题。

","1、希望你是本科大三/两年制研一/三年制研二/博士应届的同学，计算机相关专业； 
2、热爱计算机科学和互联网技术，优秀的编码能力，乐于快速学习和尝试新技术、新工具；
3、对数据敏感，掌握量化分析方法，善于从数据中发现问题，提出假设并使用数据进行验证；
4、对至少一项分布式计算平台有使用经验，例如 Hadoop，Spark，Hive，Storm，Kafka 等；
5、有参与开源项目对社区有贡献的经历，有互联网公司实习经历，有大数据处理或用户行为数据分析经验者优先。"
1060,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,机器学习算法实习生-AI Lab,2020-04-05 17:02:22,2k-4k,不限,本科,"1、向世界**科学家学习交流机会，除了我们的科学家，我们团队中还有来自国内外名校（如CMU）担任顾问；
2、机器学习应用解决大规模业界实际问题的机会以及经验；
3、最好的环境，丰富的计算和数据资源。

",1、扎实的数学和算法基础
1061,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,音效处理算法工程师-抖音短视频,2020-04-05 17:22:13,25k-50k,3-5年,本科,"1、研发实现各种音频增强和音频特效算法；
2、建立高质量的音频处理特效平台。

","1、扎实的数字信号处理知识, 熟悉Matlab或python快速算法建模仿真验证；
2、了解音频录制的预处理(VAD, AGC, AES, ANC)和音频后处理(EQ, DRC, Reverb, upmixer/downmixer)等；
3、有移动平台(Android或IOS)音频研发相关经历；
4、技术上有个人想法并具有团队合作精神, 自我激励的能力, 和良好的沟通技巧；
5、加分项"
1062,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,高级图像算法研发工程师-视频增强方向,2020-04-05 17:33:42,35k-70k,3-5年,本科,"1、负责基于深度学习的超分辨率算法在流媒体和短视频场景的研究与落地
2、负责视频前、后处理增强算法的研究与落地，包括但不限于视频去噪，色彩增强，视频去抖，视频去模糊，暗光效果提升
3、优化模型和算法在移动端的计算性能
4、探索和实现最新的移动端优化技术

","1、精通Pythpn,C/C++编程语言，具有扎实的数据结构/算法基础
2、熟悉OpenCV等常用库，熟练使用一种或几种深度学习框架（tensorflow， caffe,）
3、有 Android/iOS 开发经验优先
4、有深度学习模型压缩经验优先考虑
5、具备算法开发实现能力，熟悉C/C++、CUDA、Python等编程语言；
6、良好的英语能力，能熟练阅读英文论文和专利"
1063,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,语音前处理算法工程师-抖音短视频,2020-04-05 17:44:24,30k-60k,3-5年,本科,1、负责研究并开发语音/音乐信号处理前端算法,"回声消除(急需), 语音增强, 自动增益控制等; 
2、在移动APP应用场景落地上述技术, 提升直播, 短视频录制内容生产端的音质和用户体验。
职位要求"
1064,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,头条实验室科学家-机器学习,2020-04-05 17:02:28,25k-50k,1-3年,本科,,
1065,上海高仙自动化科技发展有限公司,北京,150-500人,"企业服务,硬件",Slam算法工程师,2020-03-12 14:05:23,20k-40k,不限,硕士,1、负责机器人通用平台机器人相关算法的研究与开发；2、负责机器人前沿科技相关算法的研究与开发。,1、本科或本科以上学历，计算机相关专业毕业；2、熟悉数据结构，操作系统，计算机原理；3、对数理逻辑算法有浓厚的兴趣，逻辑思维清晰严谨；4、对机器人相关算法有较深的理解和认识，对机器视觉，SLAM，Machine Learning 相关领域有深入的研究；5、具备扎实的 C++语言基础和相关计算机语言编程能力优先；6、熟悉机器人定位导航 SLAM 算法优先。
1066,北京京东世纪贸易有限公司,北京,2000人以上,电商,算法工程师（S）,2020-03-05 16:03:45,25k-40k,1-3年,本科,"搜索算法工程师
","北辰世纪中心，位于北京朝阳区奥林匹克公园附近
【工作内容】
1. 基于京东海量的用户和商家数据，应用机器学习、数据挖掘等技术，设计搜索排序算法，完善搜索生态
2. 通过大规模深度学习，完善语义检索及相关性模型，提升检索效率
3. 与搜索架构、产品和运营同学合作，推动算法产品落地
【任职要求】
1. 对机器学习、数据挖掘、深度学习等算法领域有研究热情和扎实的基础
2. 计算机、数学及相关专业
3. 熟悉python、C++与Linux开发
4. 有良好的沟通协调能力，较好的主动性和求知欲
5. 熟悉tensorflow、pytorch、caffe等学习框架优先。"
1067,南京摄星智能科技有限公司,北京,15-50人,"移动互联网,人工智能",NLP算法工程师,2020-01-15 09:07:56,25k-50k,1-3年,硕士,,
1068,北京嘀嘀无限科技发展有限公司,北京,2000人以上,汽车丨出行,资深算法工程师,2020-02-20 16:01:21,30k-40k,不限,本科,,
1069,武汉小药药医药科技有限公司,北京,2000人以上,医疗丨健康,算法引擎工程师,2020-02-14 21:45:40,30k-60k,5-10年,本科,"1.负责算法数据平台的相关设计和开发工作2.负责实时特征，离线特征的加工和计算，算法模型的在线效率优化，分流实验体系搭建和开发，负责机器学习平台整体框架的设计和搭建3.优化已有的工程架构，满足海量特征和大数据模型的加载和使用4.保证所有在线算法稳定运行，根据业务发展做好系统整体容量规划和稳定性建设    
",1.数据工程，数据开发，算法工程，算法应用等相关经验的同学；2.有机器学习和特征工程领域相关的背景加分，有知名互联网公司工作经验者优先3.3+年互联网从业经验，211/985大学毕业优先4.有大规模分布式计算平台的设计，开发，使用经验。5.熟练掌握java，python语言，算法基本功扎实，对并发编程有深入理解，对Redis缓存有深入理解6.对规则引擎有使用经验优先、从事过实时/离线策略系统开发经验优先7.有Flink，Spark平台开发经验优先8.从事过风控相关工作优先
1070,通联数据股份公司,北京,500-2000人,金融,算法工程师BJ,2020-02-14 12:37:47,20k-40k,3-5年,硕士,,
1071,狮桥融资租赁（中国）有限公司,北京,2000人以上,"金融,物流丨运输",推荐算法工程师,2020-02-13 21:44:03,15k-25k,1-3年,不限,"1. 负责内容产品的推荐数据算法研发，从0开始搭建公司的内容推荐系统； 
2. 基于已有内容和用户行为数据，构建用户画像，构建内容标签系统，以技术手段提升产品活跃度； 
3. 根据相关行业数据和目标用户的行为偏好，分析输出用户内容消费偏好，指导内容团队进行内容建设； 
4. 搭建算法工程师团队，指导和提升其他算法开发工程师的日常工作；
任职要求 
1. 熟练掌握python、c、java 一种或多种 具备优秀的编码能力、扎实的数据结构和算法功底； 
2. 熟练掌握常见的开源框","Hadoop、Spark、Storm等，能快速搭建可运行的内容推荐系统； 
3. 有3年以上推荐、ranking、NLP、文本挖掘等方向的实际工程和项目经验，有成功推荐项目案例者优先考虑； 
4. 学历要求"
1072,飞维美地信息技术（北京）有限公司,北京,500-2000人,"企业服务,数据服务",资深算法工程师,2020-02-13 16:11:37,45k-60k,5-10年,硕士,"1.以最大化收益为目标，负责并优化视频广告系统的模型和策略，并持续迭代；
2.应用机器学习相关的技术，跟业务团队合作不断挖掘潜在商业价值，提升在线广告投放系统的核心算法能力，包括广告预估，流量预估，分配优化等；

","1. 计算机或相关专业硕士以上学历；5年以上机器学习研究或开发经验；具有搜索/推荐/广告相关领域的工作经验，并在某一个领域有深入积累者，优先考虑；
2. 编程基础扎实，具备良好的编码习惯和算法基础；熟练使用至少一种常用的编程语言，包括但不限于"
1073,新奥科技发展有限公司,北京,2000人以上,其他,模拟/算法工程师,2020-03-30 13:57:26,15k-30k,3-5年,硕士,"1、负责场反位形磁流体模拟、动理学模拟的算法设计和代码开发；
2、负责相关超算平台和git代码平台的维护；
3、参与或者负责场反位形其他相关模拟代码的开发；
","1、硕士以上学位，2年以上数值模拟代码开发经验，熟练掌握Fortran/Matlab/Python/C/C++中任意1-3门语言
2、能够熟练使用英语交流和写作
3、有较强的数学物理基础、快速学习能力和逻辑思维能力
4、有良好的沟通协作能力、优秀的规划力和执行力"
1074,广州迈步网络技术有限公司,北京,150-500人,"消费生活,数据服务",风控策略/风控算法工程师,2020-03-30 13:07:27,15k-30k,1-3年,本科,"全球业务、上亿营收、大牛带队、技术导向、16薪激励、丰厚三餐

","1.参与业务产品全流程风险策略的设计，算法实现；
2.与产品、技术等合作部门沟通协作，推动风险政策与策略在具体业务层面进行落实；
3.推动反欺诈、信用评估、贷中监控、贷后预警等产品的规划、模型迭代及风控解决方案落地实施，建立大数据模型动态调整策略，以达成逾期和坏账的比例控制；
4.研究数据和用户案例，形成风险预判和坏账分析，完善风控策略；

任职要求"
