,公司名,城市,公司人数,公司领域,职位,发布时间,工资,工作年限,学历,岗位职责,岗位要求
172,北京展心展力信息科技有限公司,北京,150-500人,"移动互联网,游戏",Java开发工程师--大数据开发方向,2020-04-05 17:54:02,16k-32k,1-3年,本科,"展心展力（MetaApp）,是新一代互动娱乐内容聚合平台。专注于实现移动端信息的更高效分发，独有的沙箱技术能够在不下载安装升级卸载现有原生app的情况下，实现原生app的正常运行和app之间的快速跳转， 具有深厚的核心技术和市场前景。目前主打产品233小游戏，成为最大的小游戏平台。中国休闲小游戏领域广告收入最高的公司。目前B轮战略融资，当前估值数亿美元，公司正在快速发展，目前加入MetaApp是一个很好的时机。 为了方便您的面试体验  您可提前下载我们",233小游戏提前把玩  方法
173,北京博乐科技有限公司,北京,150-500人,移动互联网,数据分析,2020-04-03 21:53:45,10k-16k,1-3年,本科,发现潜在问题，提出合理执行建议；3. 游戏内日常数据监控、预警、分析、挖掘工作，对产品调优、产品运营提供有力数据支持;4. 定向活动以及功能分析，根据历史数据给出活动及功能制定建议，并对上线后表现分析总结，给出合理改进优化建议；5. 开展专题式产品及市场深度分析挖掘，分析建模、数据检验、产出分析报告，指导产品调优、运营策略制定。任职要求1. 本科以上学历，1年以上游戏或互联网数据分析经验；数理逻辑清晰，数据敏感度高；数学专业、统计学专业优先；2. 熟悉游戏业务指标使用方法及场景，能够独立完成游戏业务分析；3. 熟练使用SQL语句、EXCEL；掌握SPSS、R、SAS等其中一种分析工具；4. 具有一定的数据挖掘、建模、预测能力；可独立对游戏进行深入挖掘5. 良好的沟通能力、文档表达能力、部门协作能力；6. 出色的学习能力，能够快速融入业务；能够根据业务需求不断提升自己；7. 有独立完成游戏产品数据分析工作,
174,北京掌上先机网络科技有限公司,北京,500-2000人,"移动互联网,电商",数据分析专员,2020-04-03 11:21:58,7k-14k,1-3年,本科,1、本科及以上学历，财务或薪酬核算背景优先，具有数据运营岗位从业者经验优先。2、有较强的数据处理能力及学习能力，熟练掌握常用办公软件，Excel、PPT、Word等，会SQL优先。3、工作认真细致、勤奋踏实，有良好的团队合作精神和责任意识，以及较强的执行力。4、有较强的责任心，沟通及执行落地、理解能力和高度的责任心，能承受较大的工,
175,车好多旧机动车经纪（北京）有限公司,北京,2000人以上,消费生活,资金运营数据分析师13688,2020-04-05 00:28:47,12k-19k,3-5年,本科,"1、负责数据的提取、处理及分析工作，运营数据需求整理与跟进，定期输出运营报告；结合实际业务情况提出业务策略，指导运营高效工作； 2、发起/主持/参与业务项目，形成从“数据发现问题——提出解决问题的策略——推动策略落地——验证策略效果”的闭环，落实“以数据驱动业务发展”； 3、负责搭建数据管理体系及预测模型，实现结构化指标管理及资金相关指标分析，制定流程和标准。 4、能设计并实现核心指标和专题指标监控，发现问题和风险，提出预警，分析原因，提出运营策略，确保业务健康发展；5、负责融资部对外数据对接，项目协作。
",1、出色的数据分析、快速学习能力和逻辑思维能力，能从数据中发现问题及原因，并且推动落地执行，负责端到端的全过程；2、出色的策略制定能力，能根据业务规律、竞争、团队等多方面因素制定资金需求策略；3、极强的推动力、跨组织沟通协调能力；4、了解金融行业动态，快速洞悉监管政策对融资的影响；5、熟练掌握数据分析方法及应用；
176,北京大生在线科技有限公司,北京,2000人以上,"移动互联网,教育",资深数据分析专家,2020-04-03 16:14:44,35k-50k,5-10年,本科,"1.为管理层提供用户、教学、老师、销售等主题的数据分析支持；
2.为教师运营、用户运营等提供有价值的决策支持；
3.负责公司各业务部门的日报、周报等；
4.负责部门团队成员技术成长路径设计和培训；

","1.强烈的好奇心，求知欲强；
2.良好的数据分析能力，至少5年相关经验，有数据分析落地的经验；
3.熟练使用 SQL，接触过数据仓库设计、开发者优先；
4.必须对 R 非常熟练，包括magrittr、data.table等，熟悉 shiny、xaringan；
5.统计学、应用数学、信息管理专业毕业者优先考虑；
6.优秀的学习能力、沟通能力、协作能力、强烈的责任心。"
177,北京五八到家信息技术有限公司,北京,2000人以上,消费生活,高级数据分析师,2020-03-30 15:24:28,18k-35k,5-10年,本科,,
178,杭州玳数科技有限公司,北京,150-500人,数据服务,数据分析师（北京）,2020-04-04 20:44:40,15k-20k,3-5年,本科,"1、本科及以上学历，3年以上数据分析工作经验，统计学/数学/计算机相关专业。
2、有过互联网大数据应用的工作或项目经验，良好的数据敏感度，能从海量数据提炼核心结果，有丰富的数据分析、挖掘、清洗和建模的经验。
3、独立完成业务问题挖掘，需求沟通确认，分析指标体系设计，以及分析场景展现。
4、有良好的沟通表达和项目协调能力，具备极强的学习能力和自我驱动意识，能够发现问题并解决问题。
5、熟练使用Oracel、SQL、HiveSQL，熟悉Python/R分析工具，掌握Tableau、帆软、dataV等可视化工具，掌握Axure优先。
6、有较强的抗压能力，岗位需要阶段",
179,北京人民在线网络有限公司,北京,150-500人,"数据服务,移动互联网",数据分析师,2020-04-03 11:38:56,8k-10k,不限,本科,,
180,北京人民在线网络有限公司,北京,150-500人,"数据服务,移动互联网",数据分析师,2020-04-03 11:38:56,8k-15k,1-3年,本科,"1、根据需求完成舆情平台的语义分析工作，并负责平台上线后的语义维护工作；
2、面向NLP技术迭代的各项质量评估工作，包括情感分析、命名实体识别、话题聚类、主题词提取、垃圾过滤、主题模型、知识库等。
3、分类模型训练、调优及应用；
4、语料库的添加与维护及词典维护工作；
5、负责与项目经理、编辑团队的业务沟通，即时处理解决问题。
 
","1、大学本科以上学历，计算机、信息管理、新闻、数据分析相关专业
2、一年以上数据分析相关工作经验；
3、良好的数据分析能力，有效把控数据的关键特征，并能通过规则的制定提升数据质量；
4、了解自然语言处理、数据挖掘、机器学习领域的基本原理，具有数据标注、评测经验者优先；
5、熟悉正则表达式；"
181,北京快看世界信息技术有限公司,北京,500-2000人,文娱丨内容,数据分析师,2020-04-03 19:14:56,20k-30k,3-5年,本科,,
182,网联清算有限公司,北京,150-500人,金融,大数据开发工程师,2020-04-03 16:18:28,25k-45k,5-10年,本科,,
183,梦想城堡（天津）电子商务有限公司,北京,500-2000人,电商,数据分析专员,2020-04-03 19:04:31,8k-15k,1-3年,本科,,
184,中国信息通信研究院,北京,2000人以上,通讯电子,平台数据分析员,2020-04-05 21:12:30,10k-15k,不限,硕士,"1、负责网络信息安全大数据平台建设、数据库管理、日常维护等工作；2、负责网络信息安全大数据挖掘分析工作，包括数据建模、算法实现、界面设计、结果评估等工作；3、负责输出网络信息安全数据分析成果，包括工作报告、白皮书、行业统计报告等；4、为网络信息安全工作提供数据决策支撑，能够用数据印证观点，并提升监管效力；5、参与网络数据信息分析类监管支撑、咨询服务项目。
",1、有较强的数据分析能力，逻辑能力和写作能力； 2、有作为项目负责人或主要完成人实施国家重大专项方面的经验者优先； 3、能熟练使用计算机，熟练掌握office，有较高的PPT制作水平； 4、有较强的人际沟通能力，具有良好的团队合作精神； 5、严守纪律，思想端正，政治过硬。掌握通信、计算机、网络、信息安全、数据分析等领域的基本专业知识；有大数据平台开发、数据库管理、数据分析/咨询等领域工作经验的优先。
185,杭州观远数据有限公司,北京,150-500人,"企业服务,数据服务",解决方案顾问/数据分析师,2020-04-04 21:13:16,10k-20k,3-5年,本科,"1、完成数据分析项目的落地实施与客户维护，包括方案咨询、需求分析、实施
落地、项目管理、IT咨询等工作，确保解决方案有效的执行落地。
2、为客户提供产品演示、产品培训、产品咨询以及技术支持，促进数据分析项
目的成单、增销与推广；
3、研究国内外的最佳解决方案实践，提炼、沉淀并形成解决方案积累；
4、全程跟踪客户对产品的使用，维护客情，将客户的反馈进行归纳，与产品研
发团队深入沟通，完善产品。
","1、良好的英语书写与口语能力，CET-6以上，能使用英语作为工作语言；
2、有2年以上ToB软件售前／售后／咨询服务等相关经验；
3、有良好的客户服务意识，有良好的人际沟通和项目管理能力；
4、良好的逻辑分析能力和数据分析习惯，善于通过数据发现问题或机会；
5、熟练使用SQL，熟悉至少一种数据库（MySQL、Oracle等），对数据仓库、NOSQL
和Hadoop等有一定的了解；
6、熟悉至少一款市场主流的商业智能（BusinessIntelligence）产品，或参与
过BI或大数据相关项目的建设；
7、加分项"
186,微梦创科网络科技（中国）有限公司,北京,2000人以上,文娱丨内容,数据分析师,2020-04-02 15:01:21,24k-40k,3-5年,本科,"1、熟悉广告业务相关分析指标；
2、通过数据赋能业务团队快速定位优化目标,提供决策支撑；
3、支持商业变现业务发展,产出日常分析报告,并能提供对重点业务的数据分析&amp;洞见；
4、理解业务方向和战略,发现业务发展过程的问题和捕捉商业机会；
5、测算月度业绩目标,实时更新业绩进度；
6、根据关键运营指标,建立数据监控机制,评估业务发展空间和健康度。
","1、统计、数学等专业本科及以上学历,有互联网相关数据分析工作经历；
2、熟练操作 excel、SAS/SPSS、PPT等工具；
3、良好的数据敏感度,较强的逻辑思维能力,能从海量数据提炼核心结果；
4、具备敏锐的观察力和独立分析能力,有丰富的数据分析的经验；
5、熟练独立编写商业数据分析报告,及时发现和分析其中隐含的变化和问题,具备良好的商业敏感度和创新意识,快速识别商业问题和机会。"
